Date,Open,High,Low,Close,AdjClose,Volume
2026-05-01,10.2800,10.2800,10.0800,10.1000,10.1000,317500
2026-05-04,10.2800,10.2800,10.0800,10.1000,10.1000,280100
2026-05-05,10.2000,10.4600,10.2000,10.4400,10.4400,825600
2026-05-06,10.5600,10.7800,10.5400,10.6900,10.6900,1351300
2026-05-07,11.3800,11.5000,11.1700,11.2000,11.2000,1464000
2026-05-08,11.2800,11.5000,11.2500,11.5000,11.5000,362900
2026-05-11,11.1500,11.2100,11.1000,11.2000,11.2000,416700
2026-05-12,11.7200,11.8100,11.4900,11.7300,11.7300,718600
2026-05-13,11.2800,11.6000,11.1800,11.5900,11.5900,769100
2026-05-14,12.2600,12.4000,12.1500,12.2800,12.2800,716200
2026-05-15,11.5900,11.7200,11.5100,11.6600,11.6600,325300
2026-05-18,11.9600,12.1000,11.4600,11.6300,11.6300,1216300
2026-05-19,10.8900,11.2000,10.7400,11.0800,11.0800,1150200
2026-05-20,11.0900,11.5000,11.0900,11.4100,11.4100,369700
2026-05-21,11.7700,12.0600,11.6400,11.9700,11.9700,505800
2026-05-22,12.6200,12.8600,12.6200,12.7400,12.7400,405600
2026-05-26,14.4800,15.1200,14.2200,14.3200,14.3200,3173100
2026-05-27,14.0500,14.1500,13.7600,13.8500,13.8500,2761900
2026-05-28,13.5000,13.8500,13.2000,13.7400,13.7400,465700
2026-05-29,14.1800,14.2100,13.9000,13.9400,13.9400,1243700
2026-06-01,13.7300,13.9500,13.3100,13.8100,13.8100,1194300
2026-06-02,13.8300,14.4500,13.8000,14.3900,14.3900,1079600
2026-06-03,15.0800,15.1500,14.8000,14.9800,14.9800,421700
2026-06-04,15.3700,15.4500,14.8300,15.1400,15.1400,1911400
2026-06-05,14.0000,14.1000,12.5900,12.7900,12.7900,1535900
2026-06-08,13.4300,13.9400,13.2900,13.4900,13.4900,566200
2026-06-09,13.9200,13.9700,12.9700,13.5200,13.5200,4129300
2026-06-10,13.4800,13.8500,13.0800,13.1100,13.1100,829900
2026-06-11,13.3000,14.0300,13.2800,13.9900,13.9900,1600500
2026-06-12,13.7300,14.0000,13.6300,13.9000,13.9000,332900
2026-06-15,14.0500,14.1900,13.9400,14.1300,14.1300,427200
2026-06-16,14.0600,14.0900,13.7300,13.7300,13.7300,478500
2026-06-17,14.0800,14.1400,13.7500,13.7800,13.7800,376900
2026-06-18,14.2200,14.5300,14.2000,14.5000,14.5000,670900
2026-06-22,15.7400,16.2000,15.6400,15.7600,15.7600,519800
2026-06-23,14.8200,14.8200,13.5000,14.2100,14.2100,729500
2026-06-24,14.4900,14.7400,14.3000,14.6100,14.6100,851700
2026-06-25,15.0000,15.4300,14.5000,14.6600,14.6600,530300
2026-06-26,14.7300,15.0400,14.6300,14.7900,14.7900,649200
2026-06-29,14.8000,15.1500,14.4800,15.1500,15.1500,397800
2026-06-30,14.9000,15.4400,14.6200,15.3600,15.3600,2341500
2026-07-01,15.7900,15.7900,15.3600,15.3600,15.3600,545500
2026-07-02,15.2400,15.4500,14.4300,14.6400,14.6400,1808900
